full_text;Location;Sentimen
@xxyhqz @kegblgnunfaedh Semoga benar itu kaki alm Adan yg ditemukan oleh tim SAR bersamaan dengan evakuasi korban terakhir erupsi gn Marapi (alm Siska). Semoga semua korban meninggal husnul khotimah dan korban yg masih dirawat di rs segera diberikan kesem;Bogor, Indonesia;Negatif
Keinginan Zhafirah Zahrim Korban Erupsi Marapi Sebelum Meninggal Berharap Hidup Bahagia: Bismillah https://t.co/10JedtxeVn https://t.co/Utrfq6Q1Xn;Sumatera Selatan, Indonesia;Negatif
Curhat Terakhir Zhafirah Zahrim Jauh Sebelum jadi Korban Erupsi Gunung Marapi : danquot People Come and Godanquot  https://t.co/7LE93pnhxV https://t.co/R3gqXm3qWD;Sumatera Selatan, Indonesia;Negatif
Curhat Pilu Zharfa Adik Zhafirah Zahrim Febrina Korban Erupsi Marapi Meninggal Dunia Kini Kesepian https://t.co/f93Y8tHwZW https://t.co/YRqBEYwm7D;Sumatera Selatan, Indonesia;Negatif
Nasib Pilu Zhafirah Zarim Febrina Korban Erupsi Marapi Meninggal Dunia Baru Pertama Kali Mendaki https://t.co/RQaxqmteir https://t.co/pbkkmU1L9H;Sumatera Selatan, Indonesia;Negatif
Dari malem nangisin korban erupsi Marapi rest in peace untuk semua korban;Sumatera Barat, Indonesia;Negatif
Zhafirah Mahasiswi Korban Erupsi Marapi yang Sempat Viral Telah Meninggal https://t.co/NXskQPBhXB;Semarang, Indonesia;Negatif
Meninggal Dunia Usai Dirawat 13 Hari Ini Sosok Zhafirah Zahrim Korban Erupsi Gunung Marapi yang Viral https://t.co/LkQz9ZHDeg;Jakarta, Indonesia;Negatif
@6undul0h Td mlm kami kawal rombongan 5 mobil ambulans ke rumah duka semuanya korban erupsi Marapi;Sumatera Barat, Indonesia;Negatif
Zhafirah Meninggal Dunia Total Korban Erupsi Gunung Marapi Bertambah Jadi 24 Orang https://t.co/zrCDe5BSAx;Jakarta, Indonesia;Negatif
Sempat dirawat di RSUP M Djamil Padang korban erupsi gunung Marapi Zhafirah atau akrab disapa Ife meninggal dunia Minggu (17/12/2023). https://t.co/rZhcZOnGv5;Ternate, Indonesia;Negatif
njirrr merinding banget denger ini gara gara liar korban erupsi marapi https://t.co/QCgsmBNBv8;Kalimantan Timur, Indonesia;Negatif
Korban erupsi Gunung Marapi Sumatera Barat (Sumbar) Zhafirah Zahrim Febrina dikabarkan meninggal dunia pada Minggu 17 Desember 2023 sekitar pukul 17.45 WIB. Zhafirah meninggal dunia pada usia 19 tahun. https://t.co/CXwvyDbQLX ___ #VIVACOID https://t.co/Ofgfz8oP3s;Sumatera Barat, Indonesia;Negatif
Innalillahi! Korban Erupsi Gunung Marapi Meninggal Dunia Jadi 24 Orang Sempat Kirim Video Berlumuran Abu Vulkanik https://t.co/o1MYftuFle;Jakarta, Indonesia;Negatif
Ife Korban Erupsi Marapi Meninggal Dunia Usai 13 Hari Dirawat https://t.co/hgXwKdBNwD;Jakarta, Indonesia;Negatif
Innalillahi Wa Innailaihi Roji'un Kabar Duka Zhafirah Zahrim (Ife) Korban Erupsi Gunung Marapi Meninggal Dunia di RSUP Dr. Djamil Padang Minggu 17 Desember 2023 sekitar pukul 17.45 WIB https://t.co/w8jeofXD1W;Jawa Barat, Indonesia;Negatif
Inalillahi Korban Erupsi Gunung Marapi Zhafirah Zahrim Febrina Meninggal Dunia Usai Dirawat di Rumah Sakit https://t.co/mxtzdf2k9c;Jakarta, Indonesia;Negatif
Mahasiswi PNP Korban Erupsi Marapi yang Videonya Viral Meninggal Usai Dirawat Akibat Luka Bakar https://t.co/goHRgWhcy9 #TempoTekno;Jakarta, Indonesia;Negatif
Populer Nusantara https://t.co/4VOOkFAPN4: Soal prabowo sebut ndasmu etik  lalu tentang korban jiwa erupsi Marapi bertambah. https://t.co/68rcNZJnsm;Jakarta, Indonesia;Negatif
Korban Erupsi Gunung Marapi Bertambah Zhafira Meninggal Usai 2 Minggu Dirawat di ICU https://t.co/HAaWNuz7Ls;Jakarta, Indonesia;Negatif
Babak Baru Erupsi Marapi Korban Tewas Tambah Ombudsman Selidiki Ijin Pendakian https://t.co/i5rKNBf80q;Jakarta, Indonesia;Negatif
Korban Erupsi Marapi Bertambah Pendaki Perempuan yang Video Minta Tolongnya Viral Meninggal Dunia https://t.co/SDQl7imI6t via @pinterest https://t.co/uU3BEDyWQL;Jawa Barat, Indonesia;Negatif
@kegblgnunfaedh Husnul Khatimah untuk korban erupsi Gunung Marapi semoga para korban erupsi Gunung Marapi tenang dan diterima di sisi-Nya aamiin ya Allah ;Sumatera Barat, Indonesia;Negatif
@kegblgnunfaedh Innalillahi! Korban Erupsi Gunung Marapi Meninggal Dunia Jadi 24 Orang Sempat Kirim Video Berlumuran Abu Vulkanik https://t.co/o1MYftuFle;Jakarta, Indonesia;Negatif
Kabar Duka Zhafirah Zahrim Korban Erupsi Gunung Marapi Meninggal Dunia di RS https://t.co/YHWxvvfiru #trending;Sumatera Barat, Indonesia;Negatif
Innalillahi wa Innalillahi rojiun Selamat jalan ife. Dengan begitu korban erupsi marapi jadi 24 MD.;Borneo, Indonesia;Negatif
Korban Wafat Akibat Erupsi Marapi Bertambah Jadi 24 Orang https://t.co/AkC6I575O2 #Peristiwa;Pekanbaru, Riau;Negatif
Korban meninggal dunia akibat erupsi Gunung Marapi di Sumatera Barat bertambah menjadi 24 orang. Korban terakhir adalah Zhafirah Zarim Febrina Baca berita selengkapnya disini : https://t.co/rAw1RzM5d7 #erupsimarapi #korbanmarapi #beritaterbaru #beritaterkini #beritaViral https://t.co/dTVoCBvnD8;Jawa Barat, Indonesia;Negatif
Innalilahi Zhafirah Zahrim alias Ife Korban Erupsi Gunung Marapi Meninggal Dunia https://t.co/819xBzZVyy #ZhafiraZahrim #Ife #meninggaldunia #GunungMarapi #erupsi #lukabakar;Semarang, Indonesia;Negatif
Dunia pendakian gunung sedang tidak baik baik saja kemarin sahabat kita menjadi korban erupsi gunung Marapi. Semoga korban yang selamat diberikan kesehatan dan yang meninggal di berikan Husnul khatimah aamiin . #mapala #hik;Depok, Indonesia;Negatif
innalilahi wa innailaihi rojiun ternyata ka ife yg korban erupsi marapi akhirnya meninggal ya? padahal aku tiap hari nungguin banget kabar beliau ga kenal tapi kerasa bgt sedihnya;Jawa Barat, Indonesia;Negatif
Inalillah selamat jalan Zhafirah pendaki korban erupsi Gunung Marapi Breaking News: Inalillah Zhafirah Zahrim Febrina yang Selamat Erupsi Marapi Malam Ini Meninggal Dunia via @jegtheme https://t.co/8k9mRoXWzt;Jawa Barat, Indonesia;Negatif
Dengan berpulangnya Ife korban MD erupsi Marapi menjadi 24 orang.;Sumatera Barat, Indonesia;Negatif
Aaaa korban erupsi marapi yg kemaren sempat selamat hari ini wafat ;Sumatera Barat, Indonesia;Negatif
Zhafirah Zahrim Febrina Alias Ife Korban Erupsi Gunung Marapi Sumatera Barat Dikabarkan Meninggal Dunia Warganet: Ife Bertemu Adan di Surga https://t.co/iwJuVfpXlI;Riau, Indonesia;Negatif
Ya Allah ini beneran korban erupsi marapi ife meninggal?? https://t.co/jofpFyNBjw;Jawa Barat, Indonesia;Negatif
Prosesi Wisuda 2 Mahasiswa UNP Korban Erupsi Marapi Digantikan Keluarga https://t.co/DMctMteQMY;Padang, Sumatera Barat;Negatif
Wisuda ke-133 Rektor Ganefri Kenang Mahasiswa UNP Korban Erupsi Marapi https://t.co/RJ9KSSEA3x;Padang, Sumatera Barat;Negatif
Dua Pekan Berselang Pasca Erupsi Marapi IKM dan LAMR Salurkan Bantuan ke Keluarga Korban https://t.co/2X7Nt5zEwF;Sumatera Barat, Indonesia;Positif
BKSDA Sumbar Serahkan Santunan Korban Erupsi Marapi https://t.co/ysmmSjgxm8;Sumatera Barat, Indonesia;Positif
BKSDA Sumbar serahkan santunan bagi 14 korban erupsi Marapi https://t.co/8FeT4FSXJL;Padang, Sumatera Barat;Positif
Keluarga Korban Erupsi Marapi Terima Santunan dari BKSDA dan Pihak Asuransi https://t.co/mSowVZmuY5;Jakarta, Indonesia;Positif
Namun di balik kesedihan bencana alam tersebut ada kisah-kisah yang menyentuh hati aksi heroik dan mukjizat yang muncul dari keberanian para korban. Mari simak kisahnya dalam postingan berikut ini! #erupsi #marapi #sumbar #erupsimarapi #bencanaalam #prayformarapi https://t.co/qbje2RTu1C;Jakarta, Indonesia;Positif
Keluarga Korban Erupsi Gunung Marapi Sumbar Terima Santunan Duka https://t.co/VvFZTBg6B4;Sumatera Selatan, Indonesia;Positif
Kondisi Terkini Zhafirah Zahrim Korban Erupsi Gunung Marapi yang Dirawat di RSUP M Djamil Padang https://t.co/92xmo1h8kk lewat @tribunnews;Padang, Sumatera Barat;Positif
Keluarga Besar PNP Galang Donasi untuk Korban Erupsi Marapi Total Sudah Rp85 Juta Terkumpul https://t.co/jKKkWTWOKw lewat @tribunnews;Padang, Sumatera Barat;Positif
Keluarga Korban Erupsi Marapi Dapat Santunan: Meninggal Rp10 Juta Luka Berat Rp14 5 juta https://t.co/1bhZgj6SZ0 lewat @tribunnews;Padang, Sumatera Barat;Positif
Wujud Bentuk Simpati Kapolda Sumatera Barat (Sumbar) Irjen Pol. Suharyono . S.H. S.I.K. menyampaikan bahwa hingga saat ini Tim Gabungan Basarnas TNI-Polri dan masyarakat relawan masih terus melakukan pencarian terhadap korban erupsi gunung Marapi Sumbar. https://t.co/KwLg5XibBk;Jakarta, Indonesia;Positif
Merinding Korban Selamat Erupsi Gunung Marapi Sumatera Barat Tita Cahyani Beri Kesaksian https://t.co/WTAO50ecGu;Jawa Barat, Indonesia;Positif
Begini Kondisi Terkini 2 Pasien Korban Erupsi Gunung Marapi di RSUP M Djamil Padang https://t.co/2zsxzuXq2s;Padang, Sumatera Barat;Positif
Universitas Negeri Padang Akan Wisuda Siska dan Frengki Korban Erupsi Gunung Marapi https://t.co/sKqcXLs0Ko;Sumatera Barat, Indonesia;Negatif
Alami Luka Bakar Dua Korban Erupsi Marapi Masih Dirawat di RSUP Padang https://t.co/pteOKu0MM2;Jakarta, Indonesia;Negatif
pak anies kampanye di pku kepikiran pak wowo malah jengukin korban erupsi marapi di sumbar #allinprabowo;Jakarta, Indonesia;Positif
Muhammad Arbi Korban Selamat Erupsi Marapi Pulang ke Pekanbaru setelah Delapan Hari Perawatan https://t.co/KoGqx8PmC7;Pekanbaru, Riau;Positif
Gunung Marapi dan Gunung Anak Krakatau meletus atau kembali mengalami erupsi pada Rabu 13 Desember 2023 pagi. https://t.co/rLycsF5YGI https://t.co/ilaS9tdeey;Pekanbaru, Riau;Negatif
Wisuda Frengki Candra Kusuma dan Siska Korban Marapi Akan Digantikan Ortu UNP akan mewisuda dua mahasiswanya yang jadi korban tewas erupsi Gunung Marapi yaitu Siska Afrina (22) dan Frengki Candra Kusuma (23). &gt &gt  https://t.co/wam46BnlSy #detikcom;Padang, Sumatera Barat;Negatif
Tadi Pagi Gunung Marapi Erupsi Tinggi Kolom Abu Capai 500 Meter: https://t.co/fvfXioYa49 -&amp nbsp Dilaporkan Gunung Marapi tadi pagi kembali meletus. Pos Pengamatan Gunung Api (PGA) mengatakan letusan terjadi pukul 05.52 WIB. &amp ldquo Telah terjadi erupsi https://t.co/lhJlfi7xl3 https://t.co/FLWQPORR5P;Riau, Indonesia;Negatif
Ia menegaskan tidak ada atribut partai atau capres-cawapres nomor urut 2 saat Prabowo menemui keluarga korban erupsi Gunung Marapi di Kabupaten Agam Sumatra Barat itu. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;Sumatera Barat, Indonesia;Positif
Jadi Korban Erupsi Marapi Dua Mahasiswa UNP akan Diwakilkan Orang Tua saat Wisuda https://t.co/30i0eQNAyx lewat @tribunnews;Padang, Sumatera Barat;Negatif
Prabowo Kunjungi Korban Erupsi Marapi PRABOWO GIBRAN SEHATKAN INDONESIA RAYA! #prabowo #prabowogibran #prabowogibranmenang #2024prabowogibran #kesira #kesiragerindra #gerindrakesira #kesehatanindonesiaraya #kesiraindonesia #kesirapeduliindonesia https://t.co/q0cbTpzExJ;Sumatera Barat, Indonesia;Positif
MASYA ALLAH Jenazah Frengki Korban Erupsi Marapi Tercium Wangi Semasa Hidup Ternyata Lakukan Ini https://t.co/yYrg4EHYdU;Sumatera Barat, Indonesia;Positif
IDI Siagakan Tenaga Kesehatan Dokter untuk Penanganan Korban Bencana Erupsi Gunung Marapi di Sumbar https://t.co/7j70p684Uz;Jayapura, Papua;Positif
Kisah Haru dan Heroik Adan Korban Meninggal Erupsi Marapi yang Sempat Selamatkan Nyawa Temannya https://t.co/yHW2Rn0UFS;Jakarta, Indonesia;Negatif
7 Perempuan menjadi korban saat erupsi Gunung Marapi Erupsi Gunung Marapi di Kabupaten Agam Sumatra Barat pada 3 Desember lalu pukul 15.00 wib. 5 diantara nya berstatus mahasiswi yang menuntut ilmu di kota Padang. Ketujuh wanita itu di antaranya: 1. Siska Afrina https://t.co/HXkj3Eskn1;Padang, Sumatera Barat;Negatif
Padahal... @BNPB_Indonesia MEMPERTIMBANGKAN JUMLAH KORBAN yang mungkin saja calon yang lebih bisa tidak korupsi sekalipun diatur dipaksa kekurangan seperti di BENCANA erupsi Gunung Marapi Sumatra Barat BISA BUTUH pengakuan '(se)belum bencana' sebagai (pen)dukun(g). https://t.co/BjdwR8zDBN;Jakarta, Indonesia;Negatif
Pak @prabowo hadir secara nyata untuk korban erupsi Gunung Marapi di Agam Sumatera Barat. Pak Prabowo tidak hanya memberikan dukungan moral tapi juga materiel. -DAR- Sumber: VIVA https://t.co/rZME0Gz5I4;Sumatera Barat, Indonesia;Positif
Jasad Frengki Korban Marapi Disebut Keluarkan Aroma Wangi Frengki Candra (23) mahasiswa UNP yang jadi salah satu korban tewas akibat erupsi Gunung Marapi jasadnya disebut wangi saat dievakuasi. Seperti apa sosoknya? &gt &gt  https://t.co/yQJQpApTYC #detikcom;Jakarta, Indonesia;Positif
Frengki Candra Kusuma merupakan salah satu korban tewas erupsi Gunung Marapi. Semasa hidup dikenal sebagai sosok hafiz Al Quran. Jasadnya keluarkan aroma wangi. Masya Allah... &gt &gt  https://t.co/9LaGa1ude3 Via: @detiksumut_;Jakarta, Indonesia;Positif
Lihat Nih Aksi Menhan Prabowo Subianto saat Kunjungi Korban Erupsi Gunung Marapi. dekade08;Sumatera Barat, Indonesia;Positif
Prabowo Sampaikan Belasungkawa kepada Korban Erupsi Gunung Marapi https://t.co/SFo3xPjAzu;Jakarta, Indonesia;Negatif
INFOCIMAHI - Erupsi Gunung Marapi yang menelan 23 korban jiwa dari total seluruhnya ada 75 pendaki menyimpan duka yang mendalam bagi para keluarga korban dan seluruh masyarakat Indonesia. Dibalik kesedihan itu terdapat kisah heroik seorang pendaki bernama M Adan (21). https://t.co/7u4fdQI5ne;Jakarta, Indonesia;Negatif
Menhan Prabowo mengucapkan belasungkawa untuk korban erupsi Gunung Marapi di Nagari Batu Palano. dekade08;Tangerang, Indonesia;Negatif
Seorang korban erupsi Gunung Marapi Arbi Muharman kini masih dirawat di RSUD dr Achmad Mochtar Bukittinggi karena mengalami luka di tangan dan tubuhnya. NNN Selengkapnya: https://t.co/BFP6YsrNFW #Marapi #GunungMarapi #Korban #Erupsi #Bukittinggi #SumatraBarat https://t.co/2AA1NZNeY9;Jakarta, Indonesia;Negatif
@sisijenia Innalilahi wa innailaihi roji'un semoga semua korban erupsi Marapi Husnul khatimah dan diampuni segala dosa mereka.aamiin.;Riau, Indonesia;Negatif
Misteri di Gunung Marapi Sumbar. 75 orang menjadi korban 23 diantaranya meninggal dunia akibat erupsi tiba-tiba Gunung Marapi. Meski berstatus waspada dari tahun 2011 mengapa pendakian ke gunung paling aktif di Sumbar tersebut tetap dibuka? Bagaimana kisah para pendaki yang https://t.co/RGDPUybe3s;Jakarta, Indonesia;Negatif
@AAdevicha2 Prabowo mampir cek penanganan korban erupsi Marapi. Ngobrol dengan warga sampaikan rasa duka yang mendalam. dekade08;Jakarta, Indonesia;Negatif
Menhan Prabowo Subianto Beri Santunan Kepada Korban Erupsi Gunung Marapi di Kabupaten Agam Sumbar https://t.co/HBnJDjkYJC;Tangerang Selatan, Indonesia;Positif
@widyayuliantari Prabowo mampir cek penanganan korban erupsi Marapi. Ngobrol dengan warga sampaikan rasa duka yang mendalam. dekade08;Jakarta, Indonesia;Negatif
Ini nanya beneran meninjau dan membantu korban erupsi gunung Marapi itu tupoksi Menteri Pertahanan kah?;Jakarta, Indonesia;Positif
Menhan Prabowo Subianto Beri Santunan Kepada Korban Erupsi Gunung Marapi di Kabupaten Agam Sumbar https://t.co/lfpKrJUUiA;Tangerang Selatan, Indonesia;Positif
Asuransi untuk Korban Erupsi Posbakum Duga Asuransi untuk Pendaki Marapi Fiktif https://t.co/hrTdDatdqq;Jakarta, Indonesia;Negatif
Menhan Prabowo menyampaikan duka cita untuk para korban erupsi Gunung Marapi Nagari Batu Palano. dekade08;Jakarta, Indonesia;Negatif
Dia mengatakan Prabowo menggunakan helikopter TNI saat hendak mengunjungi korban bencana erupsi Gunung Marapi.#PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto;Sumatera Barat, Indonesia;Positif
Andre Rosiade menambahkan Prabowo juga akan membagikan santunan kepada 23 orang pendaki yang meninggal dunia karena erupsi Gunung Marapi. Serta akan membantu biaya perawatan 5 orang korban yang masih dirawat. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy;Sumatera Barat, Indonesia;Positif
Prabowo cek langsung tenda pengungsi komunikasi dengan korban terdampak erupsi Marapi. dekade08;Tangerang, Indonesia;Positif
Kisah Adan Mahasiswa Korban Tewas Erupsi Gunung Marapi https://t.co/M2uGqaxcSW;Cianjur, Indonesia;Negatif
... Beberapa waktu lalu Indonesia tengah mengalami beberapa bencana alam dan menjadikan sebagian masyarakat menjadi korban salah satunya adalah bencana alam erupsi gunung Marapi Sumatera Barat dan longsor di Humbang Hasundutan (Humbahas) Sumatera Utara. https://t.co/wfqI9CM0vc;Bireuen, Aceh ;Negatif
IDI Siagakan Tenaga Kesehatan Dokter untuk Penanganan Korban Bencana Erupsi Gunung Marapi di Sumbar https://t.co/7j70p68CK7;Jayapura, Papua;Positif
Prabowo mengunjungi lokasi ini untuk memastikan penanganan korban erupsi Gunung Marapi sudah berjalan sebagaimana mestinya. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran;Sumatera Barat, Indonesia;Positif
Cerita Sri Wahyuni Korban Selamat Marapi: Ada yang Lempar Batu ke Kawah Sebelum Erupsi https://t.co/5bvHgV7Zl4;Bukittinggi, Indonesia;Positif
Prabowo Subianto turut berduka cita untuk korban erupsi Gunung Marapi Nagari Batu Palano. dekade08;Jakarta, Indonesia;Negatif
Turut berduka cita atas korban meninggal dalam erupsi Gunung Marapi dan korban luka-luka semoga lekas sehat kembali.;Jawa Barat, Indonesia;Negatif
Menhan Prabowo sampaikan belasungkawa pada korban erupsi Marapi. dekade08;Jakarta, Indonesia;Negatif
@cobeh2022 Kalau MenSos mengunjungi korban erupsi gunung Marapi adalah wajar kalau MenDag turun ke Pasar sudah sepantasnya. Kalau MenHan sungguh entah dimana hubungannya sungguh saya tak faham...;Sumatera Barat, Indonesia;Positif
Menhan Prabowo Subianto menyambangi perwakilan keluarga korban erupsi Gunung Marapi yg berada di posko dan mengucapkan belasungkawa serta menyapa seluruh personel tim gabungan serta relawan yang telah bekerja dalam mengevakuasi korban. https://t.co/yYDVs3ZCR0;Sumatera Barat, Indonesia;Positif
Pd akhir pekan (9/12/2023) Prabowo Subianto mengunjungi korban erupsi Marapi di Kabupaten Agam Sumbar. Prabowo mengucapkan duka yg mendalam kepada korban bencana erupsi dan memastikan penangangan bencana berjalan dgn baik. https://t.co/5Z6KOJ3jcW;Jakarta, Indonesia;Positif
Kesaksian Irvanda Mulya korban selamat erupsi Marapi. #fyptrans7 #gunungmarapi #marapisumbar #marapi https://t.co/KVeLPiRppE;Jakarta, Indonesia;Positif
@Abaaah Urgensinya apa menteri pertahanan membantu korban erupsi gunung marapi?? Kenapa bukan mensosnya yg menyerahkan bantuan?? Kalau menteri pertahanan membantu keluarga korban keganasan OPM masih bisa dimaklumin...;Jawa Barat, Indonesia;Negatif
@Abaaah Urusannya Menhan melihat korban erupsi Gunung Marapi apa bah? Mending ke Aceh liat gerombolan Rohingya bisa lolos cuma pake kapal kayu... Artinya banyak bolongnya penjagaan wilayah laut Indonesia. Heli itu punya TNI atau nenek moyangnya siapa bah?;Aceh, Indonesia;Negatif
@CNNIndonesia Di posko erupsi Gunung Marapi Prabowo disebut memberikan santunan kepada keluarga korban relawan hingga kepada aparat TNI-Polri. Beliau memberikan bantuan motor juga ke Babinsa dan Bhabinkamtibmas kata dia. Baru tau tugas Kemenhan juga menya;Sumatera Barat, Indonesia;Positif
@Abaaah kunjungan kerja meninjau dan membantu korban erupsi Gunung Marapi sebenernya saya masih belum ketemu sih korelasinya antara Menteri Pertahanan dengan kunjungan kerja meninjau lokasi bencana tadinya saya pikir ini tuh tupoksinya BNPB. tapi mungkin ;Jakarta, Indonesia;Positif
@Abaaah Pertanyaannya adl dlm kapasitas apa seorang menteri pertahanan kok bs meninjau dan membantu korban erupsi gunung Marapi? Dg segala hormat n tanpa merendahkan para korban bukankah itu domain kemensos yg hrsnya k sana? Apakah sangat getting shg hrs ;Jambi, Indonesia;Negatif
Menhan Prabowo Beri Santunan Kepada Korban Erupsi Gunung Marapi di Kabupaten Agam Sumbar https://t.co/0upTVxtYxW;Pagar Alam, Indonesia;Positif
KLHK dan BKSDA Sumbar Upayakan Korban Erupsi Gunung Marapi dapat Klaim Asuransi https://t.co/0RxJP5gqof;Padang, Sumatera Barat;Positif
Jasad Pendaki Korban Erupsi Gunung Marapi Keluarkan Bau Harum Semasa Hidup Kerap Lakukan Kebaikan Ini https://t.co/d0naqEvpOa;Jakarta, Indonesia;Positif
Menhan Prabowo Beri Santunan Kepada Korban Erupsi Gunung Marapi https://t.co/iviubSrv76;Jakarta, Indonesia;Positif
Tentara zionis ledek korban erupsi marapi emang turunan dajjal https://t.co/zUP3eAaU4M;Jawa Barat, Indonesia;Negatif
Beberapa waktu lalu Indonesia tengah mengalami beberapa bencana alam dan menjadikan sebagian masyarakat menjadi korban salah satunya adalah bencana alam erupsi gunung Marapi Sumatera Barat dan longsor di Humbang Hasundutan (Humbahas) Sumatera Utara. Bencana yang menimpa https://t.co/5viBOSjWFl;Sumatera Barat, Indonesia;Negatif
